CODPARC;RAZAOSOCIAL;NOMEPARC;NOMECID;UF;CODREG;NOMEREG;NUNOTAPEDIDO;DTNEG;VLRPEDIDO;TOTAL_CAIXASPEDIDO;PESO_PEDIDO;NUNOTAVENDA;DTFATURAMENTO;VLRNOTA;TOTAL_CAIXASFATUR;PESO_NOTA;DTENTREGA;DIAS;FATURADOENTREGA;PEDIDOENTREGA;SEQUENCIA;STATUS;STATUS_DESC
992;J. M. DE ARAUJO MERCEARIA;SUPERBOX MARIA DAS GRACAS;JARDIM DO SERIDO;RN;10101200;RN - SERIDÓ 2;288122;2025-11-03 00:00:00;3400.03;100;1231.2;291592;2025-11-14 00:00:00;3400.03;100;1231.2;2025-11-19 00:00:00;11;5;16;1;1;Entregue
6045;CENTRAL SUPERMERCADO LTDA;CENTRAL SUPERMERCADO ALHANDRA PB;ALHANDRA;PB;10200100;PB - JOÃO PESSOA;291524;2025-11-14 00:00:00;328.92;13;103.044;291785;2025-11-14 00:00:00;328.92;13;103.044;2025-11-19 00:00:00;0;5;5;4;1;Entregue
5530;NILTON PEREIRA DA SILVA;MERCADINHO PAI & FILHO;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;291448;2025-11-14 00:00:00;397.56;29;187.92;291848;2025-11-14 00:00:00;397.56;29;187.92;;0;;;2;0;Em Rota
114;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL MOEMA TINOCO PAJUCARA;Natal;RN;10100101;RN - NATAL NORTE;290729;2025-11-11 00:00:00;776.64;16;26.304;290961;2025-11-12 00:00:00;776.64;16;26.304;2025-11-14 00:00:00;1;2;3;2;1;Entregue
4262;INDUSTRIA COMERCIAL E PANIFICACAO POTIGUAR LTDA;NORDESTAO CENTRAL PANIFICACAO Z.N;Natal;RN;10100101;RN - NATAL NORTE;290647;2025-11-11 00:00:00;4396.8;20;260.52;292129;2025-11-17 00:00:00;4396.8;20;260.52;2025-11-18 00:00:00;6;1;7;1;1;Entregue
4972;J B SUPERMERCADO LTDA;CENTRO DE DISTRIBUICAO JB SUP. - CE;CANINDE;CE;10700100;CE - OPERADOR LOGÍST;288472;2025-11-04 00:00:00;210.0;7;54.768;288477;2025-11-04 00:00:00;210.0;7;54.768;2025-11-05 00:00:00;0;1;1;1;1;Entregue
515;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO J. CAMARA;Joao Camara;RN;10101700;RN - SALINEIRA 2;293220;2025-11-20 00:00:00;9738.55;209;1284.918;293987;2025-11-24 00:00:00;228.96;4;6.576;;4;;;1;0;Em Rota
110;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL EMAUS;Parnamirim;RN;10100400;RN - PARNAMIRIM;291500;2025-11-14 00:00:00;20619.71;803;9215.248;294134;2025-11-24 00:00:00;1677.73;55;614.262;;10;;;2;0;Em Rota
2051;JUCENILDE DE S MIGUEL SARAIVA LTDA;MERC. NOVA ALIANCA;Parazinho;RN;10101700;RN - SALINEIRA 2;289080;2025-11-06 00:00:00;424.64;15;167.328;290084;2025-11-10 00:00:00;73.22;3;31.326;2025-11-11 00:00:00;4;1;5;1;1;Entregue
532;CAVALCANTE & MATOS SUPERMERCADO LTDA;SUP. SAO FRANCISCO-R. QUERO BEM;MAJOR SALES;RN;10101500;RN - AUTO-OESTE;293339;2025-11-21 00:00:00;575.75;19;238.548;293965;2025-11-24 00:00:00;26.02;1;12.642;;3;;;1;0;Em Rota
5837;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;ANCORA DISTRIBUIDORA COCO - FRANGOLANDIA LJ06;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290171;2025-11-10 00:00:00;517.59;9;52.872;290198;2025-11-10 00:00:00;517.59;9;52.872;;0;;;9;0;Em Rota
616;SUPERMERCADO MONTEALEGRENSE LTDA;MONTEALEGRENSE PARNAMIRIM LJ 04 - R.SUPE;Parnamirim;RN;10100400;RN - PARNAMIRIM;288704;2025-11-05 00:00:00;291.48;7;24.312;289103;2025-11-06 00:00:00;291.48;7;24.312;2025-11-07 00:00:00;1;1;2;5;1;Entregue
413;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO AYRTON SENA 02;Natal;RN;10100102;RN - NATAL SUL;292939;2025-11-19 00:00:00;1091.67;44;501.18;294096;2025-11-24 00:00:00;1091.67;44;501.18;;5;;;5;0;Em Rota
525;COMERCIAL QUEIROZ & CIA LTDA;QUEIROZ SANTA DELMIRA II;Mossoro;RN;10101300;RN - MOSSORÓ;289059;2025-11-06 00:00:00;1353.36;47;302.148;290126;2025-11-10 00:00:00;358.56;6;64.368;2025-11-12 00:00:00;4;2;6;1;1;Entregue
5798;P N COMERCIAL LTDA;P N COMERCIAL - REDE MAIS CEARÁ MIRIM;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;289320;2025-11-06 00:00:00;767.28;27;151.488;289631;2025-11-07 00:00:00;767.28;27;151.488;2025-11-11 00:00:00;1;4;5;8;1;Entregue
1004;MACHADO ARMARINHOS LTDA;MACHADO ARMARINHOS AL;PALMEIRA DOS INDIOS;AL;10400200;AL - INTERIOR ALAGOA;290388;2025-11-10 00:00:00;1680.82;30;65.76;291217;2025-11-14 00:00:00;1680.82;40;65.76;2025-11-14 00:00:00;4;0;4;2;1;Entregue
564;H. CANTALICE DE ARAUJO & CIA LTDA;SUP. IRMAOS CANTALICE - REDE SERIDO;EQUADOR;RN;10101200;RN - SERIDÓ 2;291206;2025-11-13 00:00:00;1258.8;38;142.812;291613;2025-11-14 00:00:00;1258.8;38;142.812;2025-11-20 00:00:00;1;6;7;2;1;Entregue
2653;SERIDO ATACADO LTDA;SERIDO ATACADO-REDE SERIDO;Currais Novos;RN;10101200;RN - SERIDÓ 2;293332;2025-11-21 00:00:00;8238.04;280;2211.12;293801;2025-11-21 00:00:00;8238.04;280;2211.12;;0;;;4;0;Em Rota
536;REBOUCAS SUPERMERCADO LTDA;REBOUCAS CENTRO;Mossoro;RN;10101300;RN - MOSSORÓ;293147;2025-11-20 00:00:00;2230.22;80;864;293562;2025-11-21 00:00:00;2230.22;80;864;;1;;;1;0;Em Rota
902;MICARLA RALIZA DA SILVA RODRIGUES FERREIRA;MERC. RODRIGUES;Macaiba;RN;10100500;RN - MACAÍBA;289005;2025-11-06 00:00:00;270.03;9;103.852;290251;2025-11-10 00:00:00;270.03;9;103.852;2025-11-11 00:00:00;4;1;5;8;1;Entregue
114;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL MOEMA TINOCO PAJUCARA;Natal;RN;10100101;RN - NATAL NORTE;290929;2025-11-12 00:00:00;547.2;30;66.96;290959;2025-11-12 00:00:00;547.2;30;66.96;2025-11-14 00:00:00;0;2;2;2;1;Entregue
3279;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;SUP. DAMIAO - PB - PONTES E SOARES;DAMIAO;PB;10200500;PB - SUPERIOR CG 1;289463;2025-11-07 00:00:00;503.64;15;71.4;291703;2025-11-14 00:00:00;503.64;15;71.4;;7;;;13;0;Em Rota
487;SUPERMERCADO PAI E FILHO LTDA;MERC. PAI E FILHO-REDE OESTE;Umarizal;RN;10101500;RN - AUTO-OESTE;288809;2025-11-05 00:00:00;1672.5;37;276.606;289687;2025-11-07 00:00:00;1239.9;24;183.894;2025-11-18 00:00:00;2;11;13;13;1;Entregue
279;CENTRAL DISTRIBUIDORA DE ALIMENTOS LTDA;NONATO ATACAREJO APODI;APODI;RN;10101500;RN - AUTO-OESTE;289441;2025-11-07 00:00:00;2493.0;68;408.966;289671;2025-11-07 00:00:00;2493.0;68;408.966;2025-11-13 00:00:00;0;6;6;25;1;Entregue
1293;MAIS COMERCIO DE DESCARTAVEIS LTDA;MAIS DESCARTAVEIS;CONDE;PB;10200100;PB - JOÃO PESSOA;291460;2025-11-14 00:00:00;8902.8;440;1907.88;291897;2025-11-14 00:00:00;8902.8;440;1907.88;;0;;;7;0;Em Rota
5618;S DE JESUS MARQUES PEREIRA;DEPOSITO E CONVENIENCIA TO QUERENDO;GUAMARE;RN;10101700;RN - SALINEIRA 2;292542;2025-11-18 00:00:00;264.96;8;53.328;293587;2025-11-21 00:00:00;264.96;8;53.328;;3;;;8;0;Em Rota
504;HIPER QUEIROZ LTDA;HIPER QUEIROZ MACAU;Macau;RN;10101700;RN - SALINEIRA 2;289323;2025-11-06 00:00:00;2348.52;56;432.24;289799;2025-11-07 00:00:00;1280.52;36;217.68;2025-11-19 00:00:00;1;12;13;12;1;Entregue
1299;J V CUNHA DISTRIBUIDORA DE ALIMENTOS LTDA;J V CUNHA C. NOVOS;Currais Novos;RN;10101200;RN - SERIDÓ 2;291428;2025-11-13 00:00:00;11475.36;433;1688.328;291743;2025-11-14 00:00:00;11475.36;433;1688.328;2025-11-19 00:00:00;1;5;6;14;1;Entregue
2940;ESPERANCA DISTRIBUIDORA DE ALIM. LTDA;ESPERANCA DISTRIBUIDORA APODI;APODI;RN;10101500;RN - AUTO-OESTE;288690;2025-11-05 00:00:00;2013.38;70;756;289663;2025-11-07 00:00:00;2013.39;70;756;2025-11-14 00:00:00;2;7;9;4;1;Entregue
5797;KIMYX ATACAREJO LTDA;KIMYX ATACAREJO - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291301;2025-11-13 00:00:00;65.28;2;12.96;291325;2025-11-13 00:00:00;65.28;2;12.96;2025-11-20 00:00:00;0;7;7;2;1;Entregue
1617;AMORIM E CIA LTDA;O BARATAO DAS EMBALAGENS EMAUS;Parnamirim;RN;10100400;RN - PARNAMIRIM;291483;2025-11-14 00:00:00;1569.8;80;276;291673;2025-11-14 00:00:00;1569.8;80;276;2025-11-19 00:00:00;0;5;5;2;1;Entregue
106;SUPERMERCADO NORDESTAO LTDA;NORDESTAO IGAPO LJ 6;Natal;RN;10100101;RN - NATAL NORTE;290727;2025-11-11 00:00:00;509.64;29;166.68;292131;2025-11-17 00:00:00;509.64;29;166.68;2025-11-18 00:00:00;6;1;7;3;1;Entregue
111;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL RODOVIARIA;Natal;RN;10100103;RN - NATAL OESTE;291294;2025-11-13 00:00:00;37790.97;1471;16846.264;294133;2025-11-24 00:00:00;37790.97;1471;16846.264;;11;;;22;0;Em Rota
147;SENDAS DISTRIBUIDORA S/A;ASSAI PICOS-PI LJ 182;Picos;PI;10201200;PB|PI-GRANDE PICOS;290095;2025-11-10 00:00:00;17076.0;831;5007.06;293284;2025-11-21 00:00:00;17076.0;831;5007.06;;11;;;14;0;Em Rota
4969;ATACAREJO BOM PRECO LTDA;ATACAREJO BOM PRECO - BOA SAUDE;BOA SAUDE;RN;10101800;RN - TRAIRI;289512;2025-11-07 00:00:00;2654.38;49;434.808;289866;2025-11-07 00:00:00;2069.98;39;357.048;2025-11-10 00:00:00;0;3;3;13;1;Entregue
5576;MICHELLE CALISTA BEZERRA;MICHELLE CALISTA FUNCIONARIA;Macaiba;RN;10100500;RN - MACAÍBA;293424;2025-11-21 00:00:00;149.11;4;63.21;293817;2025-11-21 00:00:00;149.11;5;63.21;;0;;;3;0;Em Rota
1331;ATACADAO VICUNHA LTDA;ATACADAO VICUNHA;Currais Novos;RN;10101200;RN - SERIDÓ 2;291420;2025-11-13 00:00:00;8604.56;189;1019.754;291755;2025-11-14 00:00:00;2928.06;55;362.442;2025-11-19 00:00:00;1;5;6;14;1;Entregue
235;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS ZONA NORTE;Natal;RN;10100101;RN - NATAL NORTE;290666;2025-11-11 00:00:00;1360.28;44;289.852;291502;2025-11-14 00:00:00;157.2;3;40.536;2025-11-18 00:00:00;3;4;7;1;1;Entregue
785;O MUNDO DOS CHOCOLATES LTDA;O MUNDO DOS CHOCOLATES;Natal;RN;10100102;RN - NATAL SUL;288121;2025-11-03 00:00:00;389.4;5;69.56;288251;2025-11-04 00:00:00;389.4;5;69.56;2025-11-05 00:00:00;1;1;2;1;1;Entregue
463;SUPERMERCADOS MJ DE GOIS LTDA;REDE MAIS MJ SELECT PARNAMIRIM;Parnamirim;RN;10100400;RN - PARNAMIRIM;290619;2025-11-11 00:00:00;852.2;10;141.12;291250;2025-11-13 00:00:00;852.2;10;141.12;2025-11-19 00:00:00;2;6;8;2;1;Entregue
4064;JORISTON FABIO MORAIS DE MOURA;MERCADINHO DOIS IRMAOS;CAMPO REDONDO;RN;10101800;RN - TRAIRI;288878;2025-11-05 00:00:00;1250.0;29;180.108;290043;2025-11-10 00:00:00;119.04;2;21.456;2025-11-12 00:00:00;5;2;7;1;1;Entregue
5619;SUPERMERCADO MELHOR PRECO LTDA;SUPERMERCADO MELHOR PRECO;Jandaíra;RN;10101700;RN - SALINEIRA 2;292472;2025-11-18 00:00:00;309.69;12;132.624;292743;2025-11-18 00:00:00;309.69;12;132.624;;0;;;6;5;Retorno de Rota (Reentrega)
1180;RONNIE VON DE QUEIROZ;MERC. QUEIROZ;São Tomé;RN;10101800;RN - TRAIRI;292391;2025-11-17 00:00:00;423.96;11;62.004;293832;2025-11-21 00:00:00;423.96;11;62.004;;4;;;8;0;Em Rota
4970;A. BARRETO COMERCIO DE ALIMENTOS LTDA;QUALIFRIOS PONTA NEGRA - REDE RN;Natal;RN;10100102;RN - NATAL SUL;293448;2025-11-21 00:00:00;1410.76;45;330.384;294099;2025-11-24 00:00:00;1410.76;45;330.384;;3;;;13;0;Em Rota
1279;DISTRIBUIDORA ORIGEM LTDA;DISTRIBUIDORA ORIGEM - AP;MACAPA;AP;10900000;AMAPÁ;291079;2025-11-12 00:00:00;166471.64;6016;26957.992;292917;2025-11-19 00:00:00;144426.35;5973;26900.65;;7;;;76;0;Em Rota
372;AGRESTE COMERCIO ATACADO E VAREJO LTDA;REDE COMPRAS-BOMQUESO ATAC. AUTO S. LJ 0;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;291054;2025-11-12 00:00:00;4479.0;127;811.174;291722;2025-11-14 00:00:00;4147.8;122;759.814;2025-11-19 00:00:00;2;5;7;29;1;Entregue
2766;ALCYR MOURA BARBOSA MERCEARIA;MERCADINHO DO ALCYR;RUY BARBOSA;RN;10101800;RN - TRAIRI;292810;2025-11-18 00:00:00;287.22;10;120.894;293837;2025-11-21 00:00:00;287.22;10;120.894;;3;;;10;0;Em Rota
112;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL ATACADO JOAO PESSOA;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;289403;2025-11-07 00:00:00;698.88;26;115.632;290355;2025-11-10 00:00:00;698.88;26;115.632;2025-11-12 00:00:00;3;2;5;3;1;Entregue
105;SUPERMERCADO NORDESTAO LTDA;NORDESTAO SANTA CATARINA LJ 5;Natal;RN;10100101;RN - NATAL NORTE;290794;2025-11-12 00:00:00;3146.1;82;358.326;292337;2025-11-17 00:00:00;108.96;2;1.344;2025-11-18 00:00:00;5;1;6;1;1;Entregue
4905;JLCS COMERCIO E DISTRIBUICAO DE ALIMENTO LTDA;NOVA MEGA DISTRIBUIDORA PA;CASTANHAL;PA;10800300;PI|PA|MA-GRANDE BELÉ;290130;2025-11-10 00:00:00;3597.12;105;489.888;290624;2025-11-13 00:00:00;3597.12;105;489.888;2025-11-18 00:00:00;3;5;8;9;1;Entregue
902;MICARLA RALIZA DA SILVA RODRIGUES FERREIRA;MERC. RODRIGUES;Macaiba;RN;10100500;RN - MACAÍBA;289003;2025-11-06 00:00:00;267.84;11;56.856;290250;2025-11-10 00:00:00;267.84;11;56.856;2025-11-11 00:00:00;4;1;5;8;1;Entregue
5602;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL VALE DO SOL;Parnamirim;RN;10100400;RN - PARNAMIRIM;290698;2025-11-11 00:00:00;521.4;13;21.372;291116;2025-11-13 00:00:00;521.4;13;21.372;2025-11-14 00:00:00;2;1;3;2;1;Entregue
469;WALDIRA RIBEIRO DE BRITO;VITAL SUP. LJ 07 - NOSSA GENTE;SAO MIGUEL GOSTOSO;RN;10101600;RN - SALINEIRA 1;289245;2025-11-06 00:00:00;2895.0;66;371.064;289626;2025-11-07 00:00:00;2895.0;66;371.064;2025-11-14 00:00:00;1;7;8;43;1;Entregue
789;FERNANDO PONTES DA SILVA;SUP. SUPER NOVO NOVA FLORESTA - PONTES E SOARES;NOVA FLORESTA;PB;10200600;PB - SUPERIOR CG 2;289471;2025-11-07 00:00:00;636.36;25;154.056;291553;2025-11-14 00:00:00;636.36;25;154.056;;7;;;16;0;Em Rota
515;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO J. CAMARA;Joao Camara;RN;10101700;RN - SALINEIRA 2;292394;2025-11-17 00:00:00;8741.58;410;4483.78;292868;2025-11-19 00:00:00;8741.58;410;4483.78;2025-11-21 00:00:00;2;2;4;9;1;Entregue
478;SUESTENY LTDA;O PARAIBANO LJ 12 - R. NOSSA GENTE;Goianinha;RN;10100900;RN - AGRESTE 1;291078;2025-11-12 00:00:00;1018.2;21;80.124;291641;2025-11-14 00:00:00;908.76;19;69.3;2025-11-17 00:00:00;2;3;5;17;1;Entregue
237;MEDEIROS & MEDEIROS DISTRIBUIDORA DE FRIOS LTDA;CORTE FACIL PARNAMIRIM;Parnamirim;RN;10100400;RN - PARNAMIRIM;292777;2025-11-18 00:00:00;913.19;34;392.272;292893;2025-11-19 00:00:00;913.19;34;392.272;2025-11-21 00:00:00;1;2;3;10;1;Entregue
544;TONY CESAR PEREIRA DE SOUZA LTDA;SUP. BOM JESUS-REDE RN;Natal;RN;10100103;RN - NATAL OESTE;290323;2025-11-10 00:00:00;1099.36;32;148.428;290513;2025-11-11 00:00:00;970.96;30;138.78;2025-11-12 00:00:00;1;1;2;10;1;Entregue
2854;CIA QUEIROZ SUPERMERCADOS LTDA;COMERCIAL QUEIROZ AEROPORTO II-NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;289049;2025-11-06 00:00:00;1751.64;67;437.688;289760;2025-11-07 00:00:00;1393.08;61;373.32;2025-11-13 00:00:00;1;6;7;16;1;Entregue
441;COMERCIAL VENANCIO LTDA;REDE MAIS CURRAIS NOVOS LJ 02;Currais Novos;RN;10101200;RN - SERIDÓ 2;293391;2025-11-21 00:00:00;4158.02;183;1078.128;293800;2025-11-21 00:00:00;4158.02;183;1078.128;;0;;;9;0;Em Rota
5472;COMERCIAL PRAIAS BELAS LTDA;FAVORITO ATACAREJO AYRTON SENNA;Parnamirim;RN;10100400;RN - PARNAMIRIM;288801;2025-11-05 00:00:00;1293.93;40;495.78;290151;2025-11-10 00:00:00;1293.93;40;495.78;2025-11-11 00:00:00;5;1;6;2;1;Entregue
5856;REDE RN ATACADISTA DE ALIMENTOS LTDA;CENTRAL REDE RN - ANTONIO BASILIO;Natal;RN;10100103;RN - NATAL OESTE;292110;2025-11-17 00:00:00;25198.19;750;9234;292853;2025-11-19 00:00:00;25198.19;750;9234;2025-11-20 00:00:00;2;1;3;1;1;Entregue
809;MARCIO DE SOUSA ALVES;MERC. SAO PAULO;Natal;RN;10100103;RN - NATAL OESTE;292179;2025-11-17 00:00:00;352.56;13;64.152;292518;2025-11-18 00:00:00;352.56;13;64.152;2025-11-19 00:00:00;1;1;2;9;1;Entregue
2180;ATACADAO S.A.;ATACADAO JABOATAO GUARARAPES FIL. 55;JABOATAO GUARARAPES;PE;10300400;PE - JABOATÃO + CABO;292090;2025-11-17 00:00:00;11899.8;770;4566.12;293997;2025-11-24 00:00:00;1710.0;30;49.32;;7;;;1;0;Em Rota
493;MERCANTIL MEDEIROS E MARTINS LTDA;MERCANTIL ESTRELA-REDE OESTE;SAO FRANCISCO OESTE;RN;10101500;RN - AUTO-OESTE;288540;2025-11-05 00:00:00;301.08;10;62.712;289713;2025-11-07 00:00:00;72.0;3;23.472;2025-11-13 00:00:00;2;6;8;1;1;Entregue
4302;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO ASSU 02;Acu;RN;10101300;RN - MOSSORÓ;292701;2025-11-18 00:00:00;2882.55;130;1413.21;293704;2025-11-21 00:00:00;2185.6;105;1143.21;;3;;;6;0;Em Rota
671;VANESSA DE ARAUJO SANTOS;SUP. VALDETE-R. VALOR REAL;Caico;RN;10101200;RN - SERIDÓ 2;293363;2025-11-21 00:00:00;252.0;12;129.6;293796;2025-11-21 00:00:00;252.0;12;129.6;;0;;;4;0;Em Rota
260;DISTRIBUIDORA DE ALIMENTOS MAR VERMELHO LTDA;MAR VERMELHO PARNAMIRIM;Parnamirim;RN;10100400;RN - PARNAMIRIM;289217;2025-11-06 00:00:00;1267.21;132;855.36;290161;2025-11-10 00:00:00;1267.21;132;855.36;2025-11-11 00:00:00;4;1;5;1;1;Entregue
4262;INDUSTRIA COMERCIAL E PANIFICACAO POTIGUAR LTDA;NORDESTAO CENTRAL PANIFICACAO Z.N;Natal;RN;10100101;RN - NATAL NORTE;292711;2025-11-18 00:00:00;7716.0;40;521.04;294063;2025-11-24 00:00:00;7716.0;40;521.04;;6;;;2;0;Em Rota
238;CORTE FACIL ATACAREJO LTDA;CORTE FACIL PLANALTO;Natal;RN;10100103;RN - NATAL OESTE;292772;2025-11-18 00:00:00;1162.67;44;506.208;292892;2025-11-19 00:00:00;1162.67;44;506.208;2025-11-21 00:00:00;1;2;3;12;1;Entregue
2758;50.122.160 JERONIMO FABRICIO DA SILVA NETO;MERCADINHO FABRICIO;RUY BARBOSA;RN;10101800;RN - TRAIRI;292808;2025-11-18 00:00:00;653.52;18;113.196;293836;2025-11-21 00:00:00;653.52;18;113.196;;3;;;12;0;Em Rota
1257;SUPERPRATICO ATACAREJO LTDA;BOMFRIGO CARNES/ALECRIM;Natal;RN;10100104;RN - NATAL LESTE;289168;2025-11-06 00:00:00;815.88;18;92.766;290006;2025-11-10 00:00:00;66.72;1;10.728;2025-11-12 00:00:00;4;2;6;1;1;Entregue
1257;SUPERPRATICO ATACAREJO LTDA;BOMFRIGO CARNES/ALECRIM;Natal;RN;10100104;RN - NATAL LESTE;289168;2025-11-06 00:00:00;815.88;18;92.766;289904;2025-11-07 00:00:00;684.96;16;77.214;2025-11-12 00:00:00;1;5;6;16;1;Entregue
974;GONDIM E NOBERTO FAST FOOD LTDA;RAINHA DO PASTEL;Parnamirim;RN;10100400;RN - PARNAMIRIM;292660;2025-11-18 00:00:00;692.64;10;104.988;292890;2025-11-19 00:00:00;692.64;10;104.988;2025-11-21 00:00:00;1;2;3;4;1;Entregue
423;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 03 PARNAMIRIM-SBC ATA;Parnamirim;RN;10100400;RN - PARNAMIRIM;292620;2025-11-18 00:00:00;395.52;8;38.388;292889;2025-11-19 00:00:00;395.52;8;38.388;2025-11-21 00:00:00;1;2;3;8;1;Entregue
575;SERIDO COMERCIAL LTDA;SUP. SERIDO - REDE SERIDO;Currais Novos;RN;10101200;RN - SERIDÓ 2;293212;2025-11-20 00:00:00;638.88;27;192.864;293805;2025-11-21 00:00:00;638.88;27;192.864;;1;;;10;0;Em Rota
520;I L SUPERMERCADOS LTDA;QUEIROZ ALTO SAO MANOEL(CELIA);Mossoro;RN;10101300;RN - MOSSORÓ;289068;2025-11-06 00:00:00;1645.44;53;347.886;290127;2025-11-10 00:00:00;478.08;8;85.824;2025-11-12 00:00:00;4;2;6;1;1;Entregue
538;REBOUCAS SUPERMERCADO LTDA;REBOUCAS BELO HORIZONTE;Mossoro;RN;10101300;RN - MOSSORÓ;289024;2025-11-06 00:00:00;715.44;21;153.072;289766;2025-11-07 00:00:00;181.44;11;45.792;2025-11-13 00:00:00;1;6;7;4;1;Entregue
3655;JOSEFA TAVARES DE SOUSA SILVA LTDA;SABOR DE PAO;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;287836;2025-11-03 00:00:00;1573.1;23;321.568;287915;2025-11-03 00:00:00;1513.58;22;310.84;2025-11-04 00:00:00;0;1;1;4;1;Entregue
3655;JOSEFA TAVARES DE SOUSA SILVA LTDA;SABOR DE PAO;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;287836;2025-11-03 00:00:00;1573.1;23;321.568;288173;2025-11-04 00:00:00;59.52;1;10.728;2025-11-04 00:00:00;1;0;1;1;1;Entregue
629;SUPERMERCADO GOMES LTDA;SUP. GOMES F.CAMARAO - R.SUPERSHOW;Natal;RN;10100103;RN - NATAL OESTE;292076;2025-11-17 00:00:00;845.63;45;486;292521;2025-11-18 00:00:00;845.63;45;486;2025-11-19 00:00:00;1;1;2;4;1;Entregue
1298;LOJAS COMPRAKI LTDA;KI ATACADAO PESQUEIRA - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291277;2025-11-13 00:00:00;818.67;35;409.47;291318;2025-11-13 00:00:00;818.67;35;409.47;2025-11-20 00:00:00;0;7;7;7;1;Entregue
146;SENDAS DISTRIBUIDORA S/A;ASSAI TERESINA DIRCEU PI LJ 134;Teresina;PI;10800100;PI|MA-GRANDE TERESIN;290089;2025-11-10 00:00:00;26942.88;1208;7929.042;292317;2025-11-18 00:00:00;24548.88;1058;6790.842;;8;;;19;0;Em Rota
561;HBV DISTRIBUIDORA DE FRIOS LTDA;EXTREMOZ SUPERMERCADOS LJ 04 - G. C-ASA;Extremoz;RN;10100300;RN - EXTREMOZ;287945;2025-11-03 00:00:00;2200.08;50;277.332;288573;2025-11-05 00:00:00;2200.08;50;277.332;2025-11-07 00:00:00;2;2;4;31;1;Entregue
277;CENTRAL DISTRIBUIDORA DE ALIMENTOS LTDA;NONATO ATACAREJO ASSU;Acu;RN;10101300;RN - MOSSORÓ;289426;2025-11-07 00:00:00;2378.52;80;508.678;289727;2025-11-07 00:00:00;2378.52;80;508.678;2025-11-11 00:00:00;0;4;4;22;1;Entregue
2902;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;DA BARRA SUPERMERCADO-PB - PONTES E SOARES;BARRA DE SANTA ROSA;PB;10200600;PB - SUPERIOR CG 2;289468;2025-11-07 00:00:00;2053.82;58;384.102;291705;2025-11-14 00:00:00;2053.82;58;384.102;;7;;;31;0;Em Rota
4947;CENTRAL DE BEBIDAS LTDA;CENTRAL DE BEBIDAS;Extremoz;RN;10100300;RN - EXTREMOZ;287853;2025-11-03 00:00:00;521.96;8;78.256;288571;2025-11-05 00:00:00;521.96;8;78.256;2025-11-06 00:00:00;2;1;3;2;1;Entregue
416;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO MACAIBA LJ 04;Macaiba;RN;10100500;RN - MACAÍBA;288753;2025-11-05 00:00:00;4233.26;150;1771.2;290158;2025-11-10 00:00:00;4233.26;150;1771.2;2025-11-11 00:00:00;5;1;6;4;1;Entregue
2798;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACAREJO PEDRAS DE FOGO PB LJ 23;PEDRAS DE FOGO;PB;10200300;PB - INFERIOR JP;291475;2025-11-14 00:00:00;9091.68;160;1222.992;292287;2025-11-17 00:00:00;9091.68;160;1222.992;2025-11-21 00:00:00;3;4;7;9;1;Entregue
5370;SUPERMERCADO SOUZA LM LTDA;SUP. SOUZA LM;Poço Branco;RN;10101600;RN - SALINEIRA 1;292223;2025-11-17 00:00:00;757.32;13;65.904;293582;2025-11-21 00:00:00;757.32;13;65.904;;4;;;13;0;Em Rota
541;DIA A DIA SUPER ATACADO LTDA;DIA A DIA ATACADO REBOUCAS;Mossoro;RN;10101300;RN - MOSSORÓ;288995;2025-11-06 00:00:00;10144.22;238;1963.442;289735;2025-11-07 00:00:00;9972.14;235;1948.97;2025-11-12 00:00:00;1;5;6;19;1;Entregue
