CODPARC;RAZAOSOCIAL;NOMEPARC;NOMECID;UF;CODREG;NOMEREG;NUNOTAPEDIDO;DTNEG;VLRPEDIDO;TOTAL_CAIXASPEDIDO;PESO_PEDIDO;NUNOTAVENDA;DTFATURAMENTO;VLRNOTA;TOTAL_CAIXASFATUR;PESO_NOTA;DTENTREGA;DIAS;FATURADOENTREGA;PEDIDOENTREGA;SEQUENCIA;STATUS;STATUS_DESC
444;J L DE MEDEIROS & ARAUJO LTDA;REDE MAIS SUP.COMPRE BEM CID.ESPERANCA;Natal;RN;10100103;RN - NATAL OESTE;292271;2025-11-17 00:00:00;3430.08;69;273;292525;2025-11-18 00:00:00;3362.28;68;271.842;2025-11-19 00:00:00;1;1;2;33;1;Entregue
5602;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL VALE DO SOL;Parnamirim;RN;10100400;RN - PARNAMIRIM;290724;2025-11-11 00:00:00;3140.34;87;192.258;291117;2025-11-13 00:00:00;3140.34;87;192.258;2025-11-14 00:00:00;2;1;3;17;1;Entregue
5845;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;SUPERFRANGOLANDIA ALDEOTA - FRANGOLANDIA LJ16;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290176;2025-11-10 00:00:00;2077.59;39;152.526;290200;2025-11-10 00:00:00;1997.01;38;151.014;;0;;;37;0;Em Rota
5798;P N COMERCIAL LTDA;P N COMERCIAL - REDE MAIS CEARÁ MIRIM;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;293338;2025-11-21 00:00:00;1647.0;50;307.44;293583;2025-11-21 00:00:00;1647.0;55;307.44;;0;;;10;0;Em Rota
498;VICENTE MOISES DE QUEIROZ FILHO LTDA;MERC. SAO VICENTE-REDE OESTE;AGUA NOVA;RN;10101500;RN - AUTO-OESTE;293168;2025-11-20 00:00:00;925.0;38;425.52;293471;2025-11-21 00:00:00;925.0;38;425.52;;1;;;6;0;Em Rota
752;FRANCISCO COSME FILHO MERCEARIA;ATACAREJO COSME;Joao Camara;RN;10101700;RN - SALINEIRA 2;288838;2025-11-05 00:00:00;373.08;13;50.592;289787;2025-11-07 00:00:00;373.08;13;50.592;2025-11-11 00:00:00;2;4;6;5;1;Entregue
1992;MARIA HOZANA FILHA;BOMBONIERE DOCE MEL & CONVENIENCIA;TOUROS;RN;10101600;RN - SALINEIRA 1;289266;2025-11-06 00:00:00;838.74;13;159.176;289628;2025-11-07 00:00:00;838.74;13;159.176;2025-11-13 00:00:00;1;6;7;7;1;Entregue
491;FRANCINALDO PEREIRA DE OLIVEIRA;MERC. MINI PRECO-REDE OESTE;ITAU;RN;10101500;RN - AUTO-OESTE;293166;2025-11-20 00:00:00;784.29;40;432;293469;2025-11-21 00:00:00;784.29;40;432;;1;;;4;0;Em Rota
1216;PONTES & SOARES SUPERMERCADOS LTDA;SUPER NOVO CENTRO NOVA FLORESTA - PONTES E SOARES;NOVA FLORESTA;PB;10200600;PB - SUPERIOR CG 2;289460;2025-11-07 00:00:00;2534.16;72;471.404;291549;2025-11-14 00:00:00;2534.16;72;471.404;;7;;;39;0;Em Rota
1281;COMERCIAL FONSECA LTDA;SUPERMERCADO N 01;Macaiba;RN;10100500;RN - MACAÍBA;292637;2025-11-18 00:00:00;1186.48;29;90.216;292988;2025-11-19 00:00:00;994.12;26;82.104;2025-11-21 00:00:00;1;2;3;17;1;Entregue
985;JOSE GUSTAVO ALVES FEITOSA;GRAO PAUFERRENSE - PAUL HARRIS;Pau dos Ferros;RN;10101500;RN - AUTO-OESTE;293246;2025-11-21 00:00:00;1063.49;49;525.62;293490;2025-11-21 00:00:00;1063.49;49;525.62;;0;;;5;0;Em Rota
156;SENDAS DISTRIBUIDORA S/A;ASSAI SAO LUIS GUAJAJARAS LJ 193;Sao Luis;MA;10800200;PI|MA-GRANDE SÃO LUÍ;289960;2025-11-09 00:00:00;30582.96;1393;9645.504;292586;2025-11-22 00:00:00;30582.96;1393;9645.504;;13;;;18;0;Em Rota
392;JOSE WILLAME DE ARAUJO SUPERMERCADO LTDA;SUP. CANTALICE - REDE COMPREMAIS;JUAZEIRINHO;PB;10200900;PB - DIREITA PATOS;289937;2025-11-08 00:00:00;4749.36;174;1055.088;291634;2025-11-14 00:00:00;4601.04;172;1034.544;2025-11-21 00:00:00;6;7;13;28;1;Entregue
768;J. I. C. DE CARVALHO;ATACAREJO SANTA RITA;Santa Cruz;RN;10101800;RN - TRAIRI;289479;2025-11-07 00:00:00;778.44;13;46.752;289861;2025-11-07 00:00:00;778.44;13;46.752;2025-11-11 00:00:00;0;4;4;10;1;Entregue
5844;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;SUPERFRANGOLANDIA MESSEJANA - FRIGOLANDIA LJ15;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290184;2025-11-10 00:00:00;2608.35;46;169.128;290204;2025-11-10 00:00:00;2608.35;46;169.128;;0;;;46;0;Em Rota
444;J L DE MEDEIROS & ARAUJO LTDA;REDE MAIS SUP.COMPRE BEM CID.ESPERANCA;Natal;RN;10100103;RN - NATAL OESTE;287850;2025-11-03 00:00:00;5126.67;253;1635.168;288181;2025-11-04 00:00:00;5126.67;253;1635.168;2025-11-05 00:00:00;1;1;2;13;1;Entregue
5797;KIMYX ATACAREJO LTDA;KIMYX ATACAREJO - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291278;2025-11-13 00:00:00;1034.7;40;237.042;291319;2025-11-13 00:00:00;1034.7;40;237.042;2025-11-20 00:00:00;0;7;7;8;1;Entregue
694;SUPERBOX COMERCIO DE ALIMENTOS LTDA;SUPERBOX NATAL(ANT. GILVANA CORTES);Natal;RN;10100103;RN - NATAL OESTE;292033;2025-11-17 00:00:00;662.88;19;98.88;292519;2025-11-18 00:00:00;662.88;19;98.88;2025-11-19 00:00:00;1;1;2;14;1;Entregue
1170;VHB COMERCIO DE FRIOS E CARNES LTDA;ATACADO DE FRIOS E CARNES LJ 05 - G.C-ASA;Natal;RN;10100103;RN - NATAL OESTE;292156;2025-11-17 00:00:00;2304.0;80;453.12;292512;2025-11-18 00:00:00;2304.0;80;453.12;2025-11-19 00:00:00;1;1;2;10;1;Entregue
3278;FORNECE FOOD SERVICE LTDA;FORNECE FOOD SERVICE;Mossoro;RN;10101300;RN - MOSSORÓ;292193;2025-11-17 00:00:00;469.84;11;119.4;293526;2025-11-21 00:00:00;469.84;11;119.4;;4;;;3;0;Em Rota
623;SUPERMERCADO VAREJAO DO SATELITE LTDA;SUP. VAREJAO DO SATELITE - R.SUPER SHOW;Natal;RN;10100103;RN - NATAL OESTE;292175;2025-11-17 00:00:00;507.38;27;291.6;292523;2025-11-18 00:00:00;507.38;27;291.6;2025-11-19 00:00:00;1;1;2;4;1;Entregue
625;DEBORA CAMPOS DOS SANTOS;SUP. MAIA NEOPOLIS  II - R.SUPER SHOW;Natal;RN;10100102;RN - NATAL SUL;292261;2025-11-17 00:00:00;1127.5;60;648;292530;2025-11-18 00:00:00;1127.5;60;648;2025-11-19 00:00:00;1;1;2;4;1;Entregue
675;FABIANO M D DE ARAUJO;SUP. PAGUE MENOS-R. VALOR REAL;Caico;RN;10101200;RN - SERIDÓ 2;293374;2025-11-21 00:00:00;273.02;13;140.4;293793;2025-11-21 00:00:00;273.02;13;140.4;;0;;;3;0;Em Rota
2145;FRANCISCO CANINDE S. E SILVA;FRANCISCO CANINDE DOS SANTOS SILVA;Macaiba;RN;10100500;RN - MACAÍBA;290235;2025-11-10 00:00:00;134.88;7;24.12;290516;2025-11-11 00:00:00;134.88;7;24.12;;1;;;3;0;Em Rota
641;SUPERMERCADO BOM JESUS LTDA;SUP. BOM JESUS - REDE SUPERCOP;Bom Jesus;RN;10101800;RN - TRAIRI;292393;2025-11-17 00:00:00;3392.58;70;261.666;294044;2025-11-24 00:00:00;3392.58;70;261.666;;7;;;25;0;Em Rota
110;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL EMAUS;Parnamirim;RN;10100400;RN - PARNAMIRIM;291500;2025-11-14 00:00:00;20619.71;803;9215.248;294007;2025-11-24 00:00:00;18785.12;742;8525.134;;10;;;16;0;Em Rota
2051;JUCENILDE DE S MIGUEL SARAIVA LTDA;MERC. NOVA ALIANCA;Parazinho;RN;10101700;RN - SALINEIRA 2;289080;2025-11-06 00:00:00;424.64;15;167.328;289831;2025-11-07 00:00:00;351.42;12;136.002;2025-11-11 00:00:00;1;4;5;7;1;Entregue
5210;MARCIA ATAKAREJO COMERCIO DE ALIMENTOS E BEBIDAS LTDA;MARCIA ATAKAREJO CE;ITAPIPOCA;CE;10700100;CE - OPERADOR LOGÍST;291008;2025-11-12 00:00:00;7153.32;294;1919.04;292068;2025-11-17 00:00:00;7153.32;294;1919.04;;5;;;21;0;Em Rota
594;NOVAVIDA SUPERMERCADO LTDA;SUP. NOVA VIDA - R.SUPER LEGAL;SANTA LUZIA;PB;10200900;PB - DIREITA PATOS;288282;2025-11-04 00:00:00;2153.94;41;275.628;289598;2025-11-07 00:00:00;2153.94;41;275.628;2025-11-13 00:00:00;3;6;9;20;1;Entregue
772;FRANCISCO ANDRADE DA SILVA MERCEARIA;MERC. DO TICO;São Tomé;RN;10101800;RN - TRAIRI;292389;2025-11-17 00:00:00;833.04;26;150.312;294047;2025-11-24 00:00:00;833.04;26;150.312;;7;;;19;0;Em Rota
1323;BOM PRECO ATACAREJO LTDA;ATACAREJO BOMPRECO;Extremoz;RN;10100300;RN - EXTREMOZ;287957;2025-11-03 00:00:00;3707.64;94;572.592;288891;2025-11-06 00:00:00;150.0;5;39.12;2025-11-06 00:00:00;3;0;3;1;1;Entregue
122;SENDAS DISTRIBUIDORA S/A;ASSAI ITABAIANA SE LJ 147;ITABAIANA;SE;10500100;SE|BA-SERGIP+PAULO A;289042;2025-11-06 00:00:00;4698.79;404;2602.728;293046;2025-11-19 00:00:00;4698.79;404;2602.728;;13;;;4;0;Em Rota
119;SENDAS DISTRIBUIDORA S/A;ASSAI ARACAJU SUL SE LJ 183;ARACAJU;SE;10500100;SE|BA-SERGIP+PAULO A;289053;2025-11-06 00:00:00;3208.7;176;1136.344;293044;2025-11-19 00:00:00;3208.7;176;1136.344;;13;;;10;0;Em Rota
818;BOM DEMAIS SUPERMERCADOS LTDA;BOM DMAIS SUPERMERCADOS;MONTEIRO;PB;10200900;PB - DIREITA PATOS;291452;2025-11-14 00:00:00;3919.18;108;912.384;291728;2025-11-14 00:00:00;1048.0;20;270.24;2025-11-21 00:00:00;0;7;7;1;1;Entregue
621;MARCONI EDSON MAIA;SUP. MAIA I SATELITE - R.SUPER SHOW;Natal;RN;10100102;RN - NATAL SUL;292260;2025-11-17 00:00:00;939.59;50;540;292546;2025-11-18 00:00:00;939.59;50;540;2025-11-19 00:00:00;1;1;2;4;1;Entregue
546;LEMOS SUPERMERCADO LTDA;MERC. LEMOS - REDE RN;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;289988;2025-11-10 00:00:00;1095.61;30;263.76;290248;2025-11-10 00:00:00;1095.61;30;263.76;2025-11-11 00:00:00;0;1;1;4;1;Entregue
1998;LATICINIO SERTAO JUCURUTU LTDA;SERTAO JUCURUTU;Jucurutu;RN;10101100;RN - SERIDÓ 1;288129;2025-11-04 00:00:00;4726.37;40;835.36;288645;2025-11-05 00:00:00;4726.38;40;835.36;2025-11-06 00:00:00;1;1;2;2;1;Entregue
109;SUPERMERCADO NORDESTAO LTDA;NORDESTAO PONTA NEGRA LJ 9;Natal;RN;10100102;RN - NATAL SUL;290700;2025-11-11 00:00:00;513.6;35;226.8;291804;2025-11-14 00:00:00;513.6;35;226.8;2025-11-17 00:00:00;3;3;6;2;1;Entregue
509;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO LESTE OESTE NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;293413;2025-11-21 00:00:00;6939.98;127;1154.58;293963;2025-11-24 00:00:00;171.72;3;4.932;;3;;;1;0;Em Rota
794;UNI COMPRA SUPERMERCADOS LTDA;UNI COMPRA PE;CARUARU;PE;10300600;PE - AGRESTE CENTRAL;289936;2025-11-08 00:00:00;851.52;21;59.952;291322;2025-11-13 00:00:00;851.52;21;59.952;2025-11-21 00:00:00;5;8;13;13;1;Entregue
104;SUPERMERCADO NORDESTAO LTDA;NORDESTAO CIDADE JARDIM LJ 4;Natal;RN;10100102;RN - NATAL SUL;290739;2025-11-11 00:00:00;4051.32;86;308.064;291801;2025-11-14 00:00:00;4051.32;86;308.064;2025-11-17 00:00:00;3;3;6;29;1;Entregue
657;SUPERMERCADO VAREJISTA CASA VERDE LTDA;CASA VERDE PARNAMIRIM - REDE SUPERCOP;Parnamirim;RN;10100400;RN - PARNAMIRIM;291419;2025-11-13 00:00:00;1018.44;21;83.034;291672;2025-11-14 00:00:00;1018.44;21;83.034;2025-11-17 00:00:00;1;3;4;14;1;Entregue
102;SUPERMERCADO NORDESTAO LTDA;NORDESTAO PETROPOLIS LJ 2;Natal;RN;10100102;RN - NATAL SUL;290928;2025-11-12 00:00:00;1678.5;44;184.92;291820;2025-11-14 00:00:00;1678.5;44;184.92;2025-11-17 00:00:00;2;3;5;24;1;Entregue
5553;DISTRIBUIDORA DE ALIMENTOS GALDINO LTDA;DISTRIBUIDORA DE ALIMENTOS GALDINO;SANTA RITA;PB;10200100;PB - JOÃO PESSOA;291469;2025-11-14 00:00:00;4103.4;220;1219.38;291901;2025-11-14 00:00:00;4103.4;220;1219.38;2025-11-19 00:00:00;0;5;5;9;1;Entregue
5686;SUPERMERCADO AVISTAO LTDA;SUP. AVISTAO - CRUZETA;CRUZETA;RN;10101200;RN - SERIDÓ 2;290964;2025-11-12 00:00:00;807.9;19;131.982;291619;2025-11-14 00:00:00;741.66;18;121.71;2025-11-18 00:00:00;2;4;6;13;1;Entregue
461;G A GOIS SUPERMERCADOS LTDA.;REDE MAIS DIX-SEPT ROSADO LJ 4;Natal;RN;10100103;RN - NATAL OESTE;291973;2025-11-15 00:00:00;702.36;12;52.188;292516;2025-11-18 00:00:00;702.36;12;52.188;2025-11-19 00:00:00;3;1;4;11;1;Entregue
1229;JOSE SAMUEL BALBINO CONFESSOR LTDA;MERC. DO NETO LJ 22 - R. NOSSA GENTE;CAMPO REDONDO;RN;10101800;RN - TRAIRI;288879;2025-11-05 00:00:00;406.79;14;151.2;289847;2025-11-07 00:00:00;406.79;14;151.2;2025-11-12 00:00:00;2;5;7;5;1;Entregue
454;G A GOIS SUPERMERCADOS LTDA.;REDE MAIS SANTA CRUZ;Santa Cruz;RN;10101800;RN - TRAIRI;293347;2025-11-21 00:00:00;909.0;63;398.448;293824;2025-11-21 00:00:00;909.0;63;398.448;;0;;;5;0;Em Rota
810;N. OLIVEIRA DA SILVA COMERCIO DE ALIMENTOS LTDA;ATACAREJO UNIAO;Nova Cruz;RN;10101000;RN - AGRESTE 2;291435;2025-11-13 00:00:00;1240.0;100;648;291573;2025-11-14 00:00:00;1240.0;100;648;2025-11-18 00:00:00;1;4;5;2;1;Entregue
2193;ATACADAO S.A.;ATACADAO GARANHUNS FIL. 280;GARANHUNS;PE;10300700;PE - GRANDE GARANHUS;292118;2025-11-17 00:00:00;11716.96;773;4756.336;294013;2025-11-24 00:00:00;11716.96;773;4756.336;;7;;;10;0;Em Rota
633;SUPERMERCADO MONTEALEGRENSE LTDA;MONTEALEGRENSE MACAIBA - R.SUPER SHOW;Macaiba;RN;10100500;RN - MACAÍBA;292170;2025-11-17 00:00:00;995.95;53;572.4;292240;2025-11-17 00:00:00;995.95;53;572.4;2025-11-18 00:00:00;0;1;1;4;1;Entregue
4905;JLCS COMERCIO E DISTRIBUICAO DE ALIMENTO LTDA;NOVA MEGA DISTRIBUIDORA PA;CASTANHAL;PA;10800300;PI|PA|MA-GRANDE BELÉ;290109;2025-11-10 00:00:00;71930.16;2649;14916.654;291024;2025-11-13 00:00:00;71930.16;2649;14916.654;2025-11-18 00:00:00;3;5;8;46;1;Entregue
5605;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL ALTO DE SAO MANOEL;Mossoro;RN;10101300;RN - MOSSORÓ;292186;2025-11-17 00:00:00;1546.56;38;93.678;293548;2025-11-21 00:00:00;1364.94;35;90.204;;4;;;12;0;Em Rota
3546;JR RODRIGUES SUPERMERCADO LTDA;SUP. ECONOMICO SMG - FILIAL;SAO MIGUEL GOSTOSO;RN;10101600;RN - SALINEIRA 1;289421;2025-11-07 00:00:00;3209.28;105;660.096;289635;2025-11-07 00:00:00;3209.28;105;660.096;2025-11-14 00:00:00;0;7;7;33;1;Entregue
693;ADAILTON RANIERIO DANTAS;SUP. SANTO ANTONIO-COMPRECLUBE;PARELHAS;RN;10101200;RN - SERIDÓ 2;290508;2025-11-11 00:00:00;4669.6;115;721.8;291620;2025-11-14 00:00:00;4603.36;114;711.528;2025-11-21 00:00:00;3;7;10;37;1;Entregue
3367;ANA P TEXEIRA;MERC. SANTA RITA;LAGOA SALGADA;RN;10101000;RN - AGRESTE 2;290742;2025-11-11 00:00:00;1431.6;38;205.728;291563;2025-11-14 00:00:00;1431.6;38;205.728;2025-11-19 00:00:00;3;5;8;22;1;Entregue
5680;MFM ATACADISTA LTDA;MFM ATACADISTA - SHOW DE PREÇO;AREIA BRANCA;RN;10101400;RN - SUPERIOR MOSSOR;288978;2025-11-06 00:00:00;2313.72;43;229.396;289720;2025-11-07 00:00:00;2313.72;43;229.396;;1;;;11;5;Retorno de Rota (Reentrega)
4969;ATACAREJO BOM PRECO LTDA;ATACAREJO BOM PRECO - BOA SAUDE;BOA SAUDE;RN;10101800;RN - TRAIRI;289512;2025-11-07 00:00:00;2654.38;49;434.808;290073;2025-11-10 00:00:00;297.6;5;53.64;2025-11-10 00:00:00;3;0;3;1;1;Entregue
1331;ATACADAO VICUNHA LTDA;ATACADAO VICUNHA;Currais Novos;RN;10101200;RN - SERIDÓ 2;291420;2025-11-13 00:00:00;8604.56;189;1019.754;293797;2025-11-21 00:00:00;3198.49;75;372.696;;8;;;2;0;Em Rota
248;PRUDENTE COMERCIO DE CARNES LTDA;FRIGOIAS CANDELARIA;Natal;RN;10100102;RN - NATAL SUL;292456;2025-11-18 00:00:00;379.08;11;50.52;292528;2025-11-18 00:00:00;379.08;11;50.52;2025-11-19 00:00:00;0;1;1;11;1;Entregue
455;P N COMERCIAL LTDA;REDE MAIS-SUPERMERCADO OPCAO;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;293335;2025-11-21 00:00:00;2647.5;89;498.384;293569;2025-11-21 00:00:00;2647.5;89;498.384;;0;;;10;0;Em Rota
458;COMVENE-COMERCIAL VENEZA LTDA;REDE MAIS COMVENE S. G. AMARANTE;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;293942;2025-11-23 00:00:00;1353.0;60;356.16;294107;2025-11-24 00:00:00;1353.0;60;356.16;;1;;;9;0;Em Rota
1281;COMERCIAL FONSECA LTDA;SUPERMERCADO N 01;Macaiba;RN;10100500;RN - MACAÍBA;287866;2025-11-03 00:00:00;1481.31;47;252.024;288174;2025-11-04 00:00:00;218.16;4;31.584;2025-11-04 00:00:00;1;0;1;2;1;Entregue
143;SENDAS DISTRIBUIDORA S/A;ASSAI ARACAJU A.FRANCO SE LJ 288;ARACAJU;SE;10500100;SE|BA-SERGIP+PAULO A;290544;2025-11-11 00:00:00;12439.76;1084;6988.176;293068;2025-11-19 00:00:00;9525.2;820;5277.456;;8;;;5;0;Em Rota
108;SUPERMERCADO NORDESTAO LTDA;NORDESTAO NOVA PARNAMIRIM LJ 8;Parnamirim;RN;10100400;RN - PARNAMIRIM;291297;2025-11-13 00:00:00;934.95;32;371.388;292143;2025-11-17 00:00:00;934.95;32;371.388;2025-11-18 00:00:00;4;1;5;7;1;Entregue
746;JOSIVAL BARBOSA DA SILVA LTDA;CEREALISTA J B DA SILVA;Nova Cruz;RN;10101000;RN - AGRESTE 2;291431;2025-11-13 00:00:00;2076.01;142;958.08;291570;2025-11-14 00:00:00;2076.01;142;958.08;2025-11-18 00:00:00;1;4;5;2;1;Entregue
2680;SAO FRANCISCO SUPERMERCADO LTDA;SAO FRANCISCO SUP.-COMPRECLUBE;FLORANIA;RN;10101100;RN - SERIDÓ 1;291426;2025-11-13 00:00:00;2720.02;80;984.96;291699;2025-11-14 00:00:00;2720.02;80;984.96;2025-11-19 00:00:00;1;5;6;1;1;Entregue
2352;SANDRO FELIX DE MORAIS;SANDRO FELIX - FUNCIONARIO;Macaiba;RN;10100500;RN - MACAÍBA;288285;2025-11-04 00:00:00;36.51;1;12.312;288430;2025-11-04 00:00:00;36.51;1;12.312;2025-11-04 00:00:00;0;0;0;1;1;Entregue
667;J L PACHECO COMERCIO VAREJISTA LTDA;MERC. ALVORADA - REDE RN;Natal;RN;10100101;RN - NATAL NORTE;291221;2025-11-13 00:00:00;376.8;10;64.2;292299;2025-11-17 00:00:00;49.2;1;10.272;2025-11-18 00:00:00;4;1;5;1;1;Entregue
784;AMARANTE COMERCIO DE ALIMENTOS LTDA;AMARANTE CEASA;Natal;RN;10100102;RN - NATAL SUL;288440;2025-11-04 00:00:00;1363.2;40;162.48;288646;2025-11-05 00:00:00;1363.2;40;162.48;2025-11-06 00:00:00;1;1;2;3;1;Entregue
5689;DAMARES SOUZA;DAMARES SOUZA - FUNCIONARIA;Monte Alegre;RN;10100900;RN - AGRESTE 1;289376;2025-11-07 00:00:00;36.49;1;12.642;289444;2025-11-07 00:00:00;36.49;1;12.642;2025-11-13 00:00:00;0;6;6;1;1;Entregue
655;PANIFICADORA SAO FRANCISCO LTDA;PANIF.SAO FRANCISCO - REDE SUPERCOP;Natal;RN;10100103;RN - NATAL OESTE;291517;2025-11-14 00:00:00;2011.2;61;358.176;291834;2025-11-14 00:00:00;2011.2;61;358.176;2025-11-17 00:00:00;0;3;3;29;1;Entregue
5886;J L DE MEDEIROS & ARAUJO LTDA;REDE MAIS LEVA MAIS ATACAREJO MACAU;Macau;RN;10101700;RN - SALINEIRA 2;290397;2025-11-10 00:00:00;7058.58;291;3401.622;290781;2025-11-12 00:00:00;7058.58;291;3401.622;2025-11-12 00:00:00;2;0;2;7;1;Entregue
831;SILVANO M.SILVA EIRELI;QUITANDA ACAUA;ACARI;RN;10101200;RN - SERIDÓ 2;291065;2025-11-12 00:00:00;647.88;17;91.2;291624;2025-11-14 00:00:00;647.88;17;91.2;2025-11-17 00:00:00;2;3;5;8;1;Entregue
4972;J B SUPERMERCADO LTDA;CENTRO DE DISTRIBUICAO JB SUP. - CE;CANINDE;CE;10700100;CE - OPERADOR LOGÍST;288455;2025-11-04 00:00:00;2741.28;90;634.14;288475;2025-11-04 00:00:00;2741.28;90;634.14;2025-11-05 00:00:00;0;1;1;17;1;Entregue
148;SENDAS DISTRIBUIDORA S/A;ASSAI PARNAIBA PI LJ 186;PARNAIBA;PI;10800100;PI|MA-GRANDE TERESIN;290100;2025-11-10 00:00:00;18555.6;1045;6735.48;292318;2025-11-18 00:00:00;18555.6;1045;6735.48;;8;;;14;0;Em Rota
5476;MENOR PRECO ATACAREJO LTDA;MENOR PRECO ATACAREJO;Natal;RN;10100101;RN - NATAL NORTE;290869;2025-11-12 00:00:00;269.1;9;102.066;291140;2025-11-13 00:00:00;269.1;9;102.066;2025-11-14 00:00:00;1;1;2;7;1;Entregue
586;BOM MAIS SUPERMERCADOS LTDA;SUP. BOM MAIS - R.SUPER LEGAL;PATOS;PB;10200800;PB - PATOS;291411;2025-11-13 00:00:00;2161.92;47;273.096;291545;2025-11-14 00:00:00;2161.92;47;273.096;2025-11-19 00:00:00;1;5;6;27;1;Entregue
4226;WMS SUPERMERCADOS DO BRASIL LTDA.;MAXXI CAMPINA GRANDE ATACADAO LJ 02 FIL 667;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;292154;2025-11-17 00:00:00;30472.6;1627;8196.74;293610;2025-11-21 00:00:00;28762.6;1597;8147.42;;4;;;21;0;Em Rota
109;SUPERMERCADO NORDESTAO LTDA;NORDESTAO PONTA NEGRA LJ 9;Natal;RN;10100102;RN - NATAL SUL;291295;2025-11-13 00:00:00;720.1;26;295.536;292142;2025-11-17 00:00:00;720.1;26;295.536;2025-11-18 00:00:00;4;1;5;8;1;Entregue
4650;NORDESTE ATACAREJO LTDA;NORDESTE ATACAREJO - QUEIROZ MONTE CASTELO;Parnamirim;RN;10100400;RN - PARNAMIRIM;291971;2025-11-15 00:00:00;2103.62;115;1240.21;292554;2025-11-18 00:00:00;2103.62;115;1240.21;2025-11-19 00:00:00;3;1;4;5;1;Entregue
584;DOUGLAS A DA CUNHA;SUPERBOX N S APARECIDA - REDE SERIDO;JARDIM DO SERIDO;RN;10101200;RN - SERIDÓ 2;290557;2025-11-11 00:00:00;2430.47;90;1040.04;291599;2025-11-14 00:00:00;2430.47;90;1040.04;2025-11-19 00:00:00;3;5;8;5;1;Entregue
419;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO CENTRO PARNAMIRIM LJ 08;Parnamirim;RN;10100400;RN - PARNAMIRIM;292938;2025-11-19 00:00:00;3030.72;110;1297.14;294085;2025-11-24 00:00:00;3030.72;110;1297.14;;5;;;6;0;Em Rota
5715;WMS SUPERMERCADOS DO BRASIL LTDA.;MAXXI ATACADAO IMPERATRIZ FIL. 127;IMPERATRIZ;MA;10800400;PI|MA|PA-GRANDE IMPE;292986;2025-11-19 00:00:00;12653.8;598;3743.82;293995;2025-11-24 00:00:00;513.6;10;16.44;;5;;;1;0;Em Rota
2195;ATACADAO S.A.;ATACADAO JABOATAO FIL. 312;JABOATAO GUARARAPES;PE;10300400;PE - JABOATÃO + CABO;292115;2025-11-17 00:00:00;3356.0;284;1755.36;293503;2025-11-21 00:00:00;3356.0;284;1755.36;;4;;;3;0;Em Rota
616;SUPERMERCADO MONTEALEGRENSE LTDA;MONTEALEGRENSE PARNAMIRIM LJ 04 - R.SUPE;Parnamirim;RN;10100400;RN - PARNAMIRIM;292958;2025-11-19 00:00:00;429.36;11;43.512;293734;2025-11-21 00:00:00;429.36;11;43.512;;2;;;9;0;Em Rota
4814;SUPERMERCADO RODRIGUES PASSAGEM DE AREIA LTDA;SUPERMERCADO RODRIGUES - REDE RN;Parnamirim;RN;10100400;RN - PARNAMIRIM;293197;2025-11-20 00:00:00;514.8;17;138.816;293742;2025-11-21 00:00:00;514.8;17;138.816;;1;;;4;0;Em Rota
2062;MELLISSA PEREIRA SILVA PEIXOTO;MELLISSA PEIXOTO;Parnamirim;RN;10100400;RN - PARNAMIRIM;292911;2025-11-19 00:00:00;21.68;1;10.8;292919;2025-11-19 00:00:00;21.68;1;10.8;2025-11-19 00:00:00;0;0;0;1;1;Entregue
2025;NIPPON INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BOKUS MACAIBA;Macaiba;RN;10100500;RN - MACAÍBA;291447;2025-11-14 00:00:00;1049.4;5;104.42;292675;2025-11-18 00:00:00;1049.4;5;104.42;2025-11-19 00:00:00;4;1;5;1;1;Entregue
111;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL RODOVIARIA;Natal;RN;10100103;RN - NATAL OESTE;290920;2025-11-12 00:00:00;27720.18;998;4642.11;292341;2025-11-17 00:00:00;87.84;2;1.344;2025-11-19 00:00:00;5;2;7;1;1;Entregue
111;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL RODOVIARIA;Natal;RN;10100103;RN - NATAL OESTE;290920;2025-11-12 00:00:00;27720.18;998;4642.11;292059;2025-11-17 00:00:00;26905.86;984;4626.87;2025-11-19 00:00:00;5;2;7;49;1;Entregue
